time,open,high,low,close
2001-01-31T18:00:00-06:00,110.3,113.62,109.4,111.93
2001-02-28T18:00:00-06:00,112.04,117.63,110.82,117.48
2001-04-01T16:00:00-05:00,117.7,117.82,113.86,115.88
2001-04-30T18:00:00-05:00,115.71,119.29,114.27,119.09
2001-05-31T18:00:00-05:00,119.11,120.33,117.43,119.45
2001-07-01T16:00:00-05:00,119.39,121.02,116.34,117.11
2001-07-31T18:00:00-05:00,117.07,117.16,112.32,113.26
2001-09-02T16:00:00-05:00,113.56,116.08,111.31,113.53
2001-09-30T16:00:00-05:00,113.69,116.27,112.27,114.83
2001-10-31T18:00:00-06:00,114.71,117.8,113.66,115.56
2001-12-02T16:00:00-06:00,115.61,118.12,114.41,116.67
2001-12-31T18:00:00-06:00,116.4,120.51,115.54,120.28
2002-01-31T18:00:00-06:00,120.21,120.4,118.09,119.17
2002-02-28T18:00:00-06:00,119.29,119.61,116.76,118.64
2002-03-31T16:00:00-06:00,118.56,118.75,114.72,115.23
2002-04-30T18:00:00-05:00,115.18,115.34,110.88,111.87
2002-06-02T16:00:00-05:00,111.93,112.04,105.37,106.15
2002-06-30T16:00:00-05:00,105.76,107.75,103.54,107.44
2002-07-31T18:00:00-05:00,107.61,109,106.18,106.9
2002-09-01T16:00:00-05:00,106.43,109.77,105.41,106.92
2002-09-30T18:00:00-05:00,106.74,108.74,106.48,106.52
2002-10-31T18:00:00-06:00,106.55,106.97,104.12,106.37
2002-12-01T16:00:00-06:00,106.57,107.31,101.8,101.81
2002-12-31T18:00:00-06:00,101.86,103.2,98.76,99.91
2003-02-02T16:00:00-06:00,100.26,100.89,98.65,99.71
2003-03-02T16:00:00-06:00,99.74,102.15,97.57,99.06
2003-03-31T18:00:00-06:00,98.86,101.81,97.1,97.19
2003-04-30T18:00:00-05:00,97.18,97.25,92.21,93.27
2003-06-01T16:00:00-05:00,93.73,95.34,91.88,94.73
2003-06-30T18:00:00-05:00,94.54,97.45,93.96,96.89
2003-07-31T18:00:00-05:00,96.87,99.49,95.56,98.1
2003-08-31T16:00:00-05:00,98.12,99.37,92.1,92.85
2003-09-30T18:00:00-05:00,92.73,93.42,91.01,92.73
2003-11-02T16:00:00-06:00,92.64,94.13,90.04,90.23
2003-11-30T16:00:00-06:00,90.16,90.54,86.36,86.92
2003-12-31T18:00:00-06:00,86.77,88.01,84.8,87.2
2004-02-01T16:00:00-06:00,87.14,88.02,84.56,87.31
2004-02-29T16:00:00-06:00,87.1,89.84,87.03,87.61
2004-03-31T18:00:00-06:00,87.57,91.56,87.02,90.48
2004-05-02T16:00:00-05:00,90.63,92.29,88.47,88.95
2004-05-31T18:00:00-05:00,88.64,90.42,88.04,88.8
2004-06-30T18:00:00-05:00,88.84,90.29,87,89.96
2004-08-01T16:00:00-05:00,89.71,90.19,87.66,88.94
2004-08-31T18:00:00-05:00,88.91,89.75,87.35,87.36
2004-09-30T18:00:00-05:00,87.41,88.64,84.73,84.91
2004-10-31T16:00:00-06:00,84.7,85.66,81.53,81.82
2004-11-30T18:00:00-06:00,81.81,83.18,80.39,80.85
2005-01-02T16:00:00-06:00,81.05,84.08,80.77,83.6
2005-01-31T18:00:00-06:00,83.49,85.44,82.3,82.51
2005-02-28T18:00:00-06:00,82.65,84.74,81.28,84.06
2005-03-31T18:00:00-06:00,84.07,85.32,83.36,84.43
2005-05-01T16:00:00-05:00,84.46,87.82,83.75,87.76
2005-05-31T18:00:00-05:00,87.74,89.48,87.15,89.11
2005-06-30T18:00:00-05:00,89.17,90.77,88.28,89.35
2005-07-31T16:00:00-05:00,89.41,89.44,86.76,87.58
2005-08-31T18:00:00-05:00,87.59,89.82,86.02,89.52
2005-10-02T16:00:00-05:00,89.51,90.74,88.53,90.07
2005-10-31T18:00:00-06:00,90.12,92.63,89.62,91.57
2005-11-30T18:00:00-06:00,91.54,92.32,89.52,91.17
2006-01-01T16:00:00-06:00,90.75,90.94,87.83,88.96
2006-01-31T18:00:00-06:00,88.96,91.02,88.84,90.11
2006-02-28T18:00:00-06:00,90.08,91.16,88.85,89.73
2006-04-02T16:00:00-05:00,89.74,90.4,85.95,86.11
2006-04-30T16:00:00-05:00,85.93,86.36,83.6,84.72
2006-05-31T18:00:00-05:00,84.68,87.05,83.72,85.22
2006-07-02T16:00:00-05:00,85.15,87.33,84.77,85.3
2006-07-31T18:00:00-05:00,85.28,85.75,84.39,85.05
2006-08-31T18:00:00-05:00,85.09,86.22,84.67,85.97
2006-10-01T16:00:00-05:00,86.01,87.3,85.21,85.32
2006-10-31T18:00:00-06:00,85.29,85.93,82.79,82.92
2006-11-30T18:00:00-06:00,82.96,84.22,82.24,83.65
2006-12-31T16:00:00-06:00,83.65,85.43,83.15,84.59
2007-01-31T18:00:00-06:00,84.65,85.21,83.36,83.56
2007-02-28T18:00:00-06:00,83.62,84.38,82.64,82.92
2007-04-01T16:00:00-05:00,82.82,83.21,81.269,81.446
2007-04-30T18:00:00-05:00,81.425,82.603,81.251,82.285
2007-05-31T18:00:00-05:00,82.31,83.272,81.704,81.947
2007-07-01T16:00:00-05:00,81.869,81.962,80.016,80.814
2007-07-31T18:00:00-05:00,80.899,82.132,79.957,80.829
2007-09-02T16:00:00-05:00,80.81,81.136,77.666,77.744
2007-09-30T16:00:00-05:00,77.788,78.891,76.465,76.525
2007-10-31T18:00:00-05:00,76.609,76.868,74.753,76.155
2007-12-02T16:00:00-06:00,75.931,77.854,75.595,76.674
2007-12-31T18:00:00-06:00,76.692,77.347,74.972,75.226
2008-01-31T18:00:00-06:00,75.234,77.043,73.56,73.749
2008-03-02T16:00:00-06:00,73.638,73.947,70.698,71.741
2008-03-31T18:00:00-05:00,71.874,73.112,71.191,72.566
2008-04-30T18:00:00-05:00,72.54,73.836,71.823,72.871
2008-06-01T16:00:00-05:00,72.975,74.314,72.041,72.541
2008-06-30T18:00:00-05:00,72.47,73.538,71.314,73.213
2008-07-31T18:00:00-05:00,73.295,77.619,73.196,77.381
2008-08-31T16:00:00-05:00,77.494,80.375,75.89,79.448
2008-09-30T18:00:00-05:00,79.179,87.884,78.946,85.633
2008-11-02T16:00:00-06:00,85.221,88.463,83.902,86.517
2008-11-30T16:00:00-06:00,86.59,87.701,77.688,81.152
2008-12-31T18:00:00-06:00,81.182,86.813,80.854,85.999
2009-02-01T16:00:00-06:00,86.125,88.49,84.465,88.166
2009-03-01T16:00:00-06:00,88.579,89.624,82.631,85.537
2009-03-31T18:00:00-05:00,85.612,86.871,83.731,84.796
2009-04-30T18:00:00-05:00,84.817,84.87,79.183,79.348
2009-05-31T16:00:00-05:00,79.105,81.466,78.334,80.149
2009-06-30T18:00:00-05:00,80.162,80.892,78.22,78.347
2009-08-02T16:00:00-05:00,78.337,79.514,77.428,78.148
2009-08-31T18:00:00-05:00,78.132,78.943,75.827,76.703
2009-09-30T18:00:00-05:00,76.684,77.475,74.94,76.3
2009-11-01T16:00:00-06:00,76.374,76.817,74.17,74.803
2009-11-30T18:00:00-06:00,74.71,78.449,74.266,77.86
2009-12-31T18:00:00-06:00,77.866,79.496,76.601,79.477
2010-01-31T16:00:00-06:00,79.448,81.342,78.68,80.362
2010-02-28T16:00:00-06:00,80.421,82.24,79.507,81.095
2010-03-31T18:00:00-05:00,81.044,82.714,80.031,81.866
2010-05-02T16:00:00-05:00,81.813,87.458,81.813,86.53
2010-05-31T18:00:00-05:00,86.587,88.708,85.091,86.036
2010-06-30T18:00:00-05:00,86.101,86.256,81.459,81.539
2010-08-01T16:00:00-05:00,81.532,83.559,80.085,83.099
2010-08-31T18:00:00-05:00,83.094,83.224,78.414,78.807
2010-09-30T18:00:00-05:00,78.799,78.799,76.144,77.266
2010-10-31T16:00:00-05:00,76.909,81.444,75.631,81.263
2010-11-30T18:00:00-06:00,81.268,81.36,78.775,79.028
2011-01-02T16:00:00-06:00,79.078,81.313,77.537,77.744
2011-01-31T18:00:00-06:00,77.608,78.873,76.756,76.856
2011-02-28T18:00:00-06:00,76.838,77.38,75.249,76.004
2011-03-31T18:00:00-05:00,76.045,76.61,72.834,72.933
2011-05-01T16:00:00-05:00,72.98,76.366,72.696,74.508
2011-05-31T18:00:00-05:00,74.461,76.015,73.506,74.379
2011-06-30T18:00:00-05:00,74.447,76.719,73.421,73.897
2011-07-31T16:00:00-05:00,73.932,75.417,73.452,74.14
2011-08-31T18:00:00-05:00,74.16,78.863,74.149,78.553
2011-10-02T16:00:00-05:00,78.796,79.838,74.724,76.49
2011-10-31T18:00:00-05:00,76.521,79.702,76.456,78.388
2011-11-30T18:00:00-06:00,78.356,80.854,77.968,80.178
2012-01-01T16:00:00-06:00,80.21,81.784,78.741,79.283
2012-01-31T18:00:00-06:00,79.296,80.119,78.095,78.818
2012-02-29T18:00:00-06:00,78.773,80.738,78.63,79.004
2012-04-01T16:00:00-05:00,78.951,80.177,78.638,78.765
2012-04-30T18:00:00-05:00,78.786,83.215,78.603,83.059
2012-05-31T18:00:00-05:00,83.083,83.542,81.186,81.627
2012-07-01T16:00:00-05:00,81.55,84.1,81.534,82.694
2012-07-31T18:00:00-05:00,82.705,83.508,80.964,81.208
2012-09-02T16:00:00-05:00,81.244,81.667,78.601,79.935
2012-09-30T16:00:00-05:00,79.884,80.325,78.935,79.963
2012-10-31T18:00:00-05:00,79.944,81.455,79.859,80.153
2012-12-02T16:00:00-06:00,80.226,80.658,79.008,79.764
2012-12-31T18:00:00-06:00,79.676,80.868,79.133,79.206
2013-01-31T18:00:00-06:00,79.122,81.998,78.918,81.939
2013-02-28T18:00:00-06:00,81.923,83.302,81.78,82.976
2013-03-31T16:00:00-05:00,82.993,83.494,81.598,81.724
2013-04-30T18:00:00-05:00,81.719,84.498,81.331,83.375
2013-06-02T16:00:00-05:00,83.264,83.376,80.498,83.136
2013-06-30T16:00:00-05:00,83.176,84.753,81.407,81.669
2013-07-31T18:00:00-05:00,81.665,82.494,80.754,82.029
2013-09-01T16:00:00-05:00,82.032,82.671,80.03,80.224
2013-09-30T18:00:00-05:00,80.265,80.754,78.998,80.242
2013-10-31T18:00:00-05:00,80.234,81.482,80.234,80.645
2013-12-01T16:00:00-06:00,80.643,80.993,79.686,80.206
2013-12-31T18:00:00-06:00,80.178,81.388,80.083,81.252
2014-02-02T16:00:00-06:00,81.249,81.323,79.688,79.776
2014-03-02T16:00:00-06:00,79.889,80.354,79.268,80.108
2014-03-31T18:00:00-05:00,80.113,80.599,79.33,79.511
2014-04-30T18:00:00-05:00,79.512,80.581,78.906,80.391
2014-06-01T16:00:00-05:00,80.4,81.02,79.759,79.78
2014-06-30T18:00:00-05:00,79.791,81.573,79.74,81.46
2014-07-31T18:00:00-05:00,81.445,82.748,81.188,82.736
2014-08-31T16:00:00-05:00,82.731,86.218,82.673,85.623
2014-09-30T18:00:00-05:00,85.914,87.133,84.472,86.915
2014-11-02T16:00:00-06:00,87.25,88.44,86.879,88.219
2014-11-30T16:00:00-06:00,88.233,90.325,87.627,90.276
2014-12-31T18:00:00-06:00,90.273,95.481,90.241,94.846
2015-02-01T16:00:00-06:00,94.843,95.364,93.25,95.253
2015-03-01T16:00:00-06:00,95.258,100.39,95.063,98.379
2015-03-31T18:00:00-05:00,98.423,99.99,94.399,94.811
2015-04-30T18:00:00-05:00,94.825,97.775,93.133,96.887
2015-05-31T16:00:00-05:00,96.893,97.68,93.563,95.529
2015-06-30T18:00:00-05:00,95.602,98.151,95.454,97.192
2015-08-02T16:00:00-05:00,97.224,98.334,92.621,95.926
2015-08-31T18:00:00-05:00,95.93,96.7,94.063,96.282
2015-09-30T18:00:00-05:00,96.268,97.818,93.806,96.915
2015-11-01T16:00:00-06:00,96.915,100.31,96.635,100.2
2015-11-30T18:00:00-06:00,100.25,100.51,97.19,98.693
2015-12-31T18:00:00-06:00,98.693,99.829,98.049,99.531
2016-01-31T16:00:00-06:00,99.544,99.633,95.236,98.15
2016-02-29T18:00:00-06:00,98.187,98.582,94.319,94.628
2016-03-31T18:00:00-05:00,94.644,95.2,93.007,93.082
2016-05-01T16:00:00-05:00,93.016,95.968,91.919,95.798
2016-05-31T18:00:00-05:00,95.82,96.705,93.019,95.963
2016-06-30T18:00:00-05:00,95.891,97.569,95.336,95.517
2016-07-31T16:00:00-05:00,95.514,96.524,94.077,95.992
2016-08-31T18:00:00-05:00,95.988,96.333,94.465,95.422
2016-10-02T16:00:00-05:00,95.418,99.119,95.418,98.356
2016-10-31T18:00:00-05:00,98.394,102.05,95.885,101.53
2016-11-30T18:00:00-06:00,101.51,103.65,99.43,102.21
2017-01-01T16:00:00-06:00,102.14,103.82,99.43,99.55
2017-01-31T18:00:00-06:00,99.558,101.76,99.233,101.36
2017-02-28T18:00:00-06:00,101.44,102.26,98.858,100.56
2017-04-02T16:00:00-05:00,100.5,101.34,98.695,99.041
2017-04-30T16:00:00-05:00,98.923,99.888,96.797,96.983
2017-05-31T18:00:00-05:00,96.984,97.871,95.47,95.628
2017-07-02T16:00:00-05:00,95.624,96.512,92.784,92.847
2017-07-31T18:00:00-05:00,92.892,94.145,91.621,92.567
2017-08-31T18:00:00-05:00,92.609,93.666,91.011,93.071
2017-10-01T16:00:00-05:00,93.291,95.15,92.749,94.542
2017-10-31T18:00:00-05:00,94.553,95.149,92.496,93.068
2017-11-30T18:00:00-06:00,93.026,94.219,92.08,92.297
2017-12-31T16:00:00-06:00,92.28,92.64,88.438,89.107
2018-01-31T18:00:00-06:00,89.036,90.698,88.253,90.655
2018-02-28T18:00:00-06:00,90.667,90.932,88.942,89.974
2018-04-01T16:00:00-05:00,89.974,91.986,89.229,91.817
2018-04-30T18:00:00-05:00,91.809,95.025,91.799,93.977
2018-05-31T18:00:00-05:00,93.95,95.531,93.193,94.47
2018-07-01T16:00:00-05:00,94.626,95.652,93.713,94.551
2018-07-31T18:00:00-05:00,94.556,96.984,94.434,95.099
2018-09-02T16:00:00-05:00,95.187,95.737,93.814,95.134
2018-09-30T16:00:00-05:00,95.108,97.2,94.787,97.105
2018-10-31T18:00:00-05:00,97.082,97.693,95.678,97.197
2018-12-02T16:00:00-06:00,97.133,97.711,95.995,96.024
2018-12-31T18:00:00-06:00,96.152,96.958,95.029,95.557
2019-01-31T18:00:00-06:00,95.554,97.368,95.4,96.221
2019-02-28T18:00:00-06:00,96.222,97.71,95.74,97.211
2019-03-31T16:00:00-05:00,97.178,98.33,96.745,97.52
2019-04-30T18:00:00-05:00,97.528,98.371,97.028,97.609
2019-06-02T16:00:00-05:00,97.636,97.802,95.843,96.13
2019-06-30T16:00:00-05:00,96.254,98.683,96.251,98.568
2019-07-31T18:00:00-05:00,98.594,99.023,97.169,98.807
2019-09-01T16:00:00-05:00,98.828,99.459,97.858,99.394
2019-09-30T18:00:00-05:00,99.399,99.667,97.141,97.331
2019-10-31T18:00:00-05:00,97.298,98.544,97.107,98.271
2019-12-01T16:00:00-06:00,98.271,98.376,96.355,96.529
2019-12-31T18:00:00-06:00,96.5,98.188,96.418,97.362
2020-02-02T16:00:00-06:00,97.367,99.91,97.367,98.127
2020-03-01T16:00:00-06:00,98.122,102.992,94.65,98.947
2020-03-31T18:00:00-05:00,99.01,100.931,98.805,99.039
2020-04-30T18:00:00-05:00,99.126,100.556,97.945,98.295
2020-05-31T16:00:00-05:00,98.297,98.322,95.716,97.384
2020-06-30T18:00:00-05:00,97.391,97.622,92.546,93.455
2020-08-02T16:00:00-05:00,93.455,93.991,91.993,92.157
2020-08-31T18:00:00-05:00,92.184,94.742,91.746,93.804
2020-09-30T18:00:00-05:00,93.797,94.102,92.474,94.038
2020-11-01T16:00:00-06:00,93.887,94.302,91.506,91.869
2020-11-30T18:00:00-06:00,91.945,91.945,89.516,89.937
2020-12-31T18:00:00-06:00,89.931,90.951,89.209,90.584
2021-01-31T16:00:00-06:00,90.533,91.602,89.683,90.879
2021-02-28T16:00:00-06:00,90.929,93.437,90.632,93.232
2021-03-31T18:00:00-05:00,93.216,93.336,90.424,91.297
2021-05-02T16:00:00-05:00,91.297,91.436,89.535,89.833
2021-05-31T18:00:00-05:00,89.813,92.448,89.663,92.357
2021-06-30T18:00:00-05:00,92.349,93.191,91.782,92.09
2021-08-01T16:00:00-05:00,92.09,93.729,91.817,92.641
2021-08-31T18:00:00-05:00,92.663,94.503,91.947,94.24
2021-09-30T18:00:00-05:00,94.305,94.561,93.278,94.134
2021-10-31T16:00:00-05:00,94.134,96.938,93.818,95.891
2021-11-30T18:00:00-06:00,95.936,96.906,95.57,95.67
2022-01-02T16:00:00-06:00,95.67,97.441,94.629,96.648
2022-01-31T18:00:00-06:00,96.702,97.735,95.137,96.747
2022-02-28T18:00:00-06:00,96.765,99.418,96.626,98.348
2022-03-31T18:00:00-05:00,98.335,103.928,98.309,103.212
2022-05-01T16:00:00-05:00,103.212,105.005,101.297,101.782
2022-05-31T18:00:00-05:00,101.761,105.788,101.644,104.738
2022-06-30T18:00:00-05:00,104.775,109.294,104.742,105.828
2022-07-31T16:00:00-05:00,105.828,109.478,104.636,108.685
2022-08-31T18:00:00-05:00,108.836,114.778,107.68,112.173
2022-10-02T16:00:00-05:00,112.173,113.942,109.535,111.578
2022-10-31T18:00:00-05:00,111.517,113.148,105.321,105.873
2022-11-30T18:00:00-06:00,105.697,105.896,104.113,105.062
